Drug,minimol_solubility_log_mol_L
CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3c2)CC1,-6.124569892883301
CN1CCN(c2nc(-c3ccc4c(c3)OCO4)nc3ccccc23)CC1,-4.035492420196533
CN1CCN(c2nc(-c3cccc(C#N)c3)nc3ccccc23)CC1,-4.7214741706848145
CN1CCN(c2nc(-c3cccc(NS(C)(=O)=O)c3)nc3ccccc23)CC1,-2.9701266288757324
CN1CCN(c2nc(-c3ccccc3)cc(C(F)(F)F)n2)CC1,-6.093392372131348
CN1CCN(c2nc(-c3ccccc3C(F)(F)F)nc3ccccc23)CC1,-5.673226356506348
CN1CCN(c2nc(-c3cccnc3)nc3ccccc23)CC1,-4.027099609375
CN1CCN(c2nc(-c3ccoc3)nc3ccccc23)CC1,-3.9070425033569336
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,-6.487068176269531
CN1CCN(c2nc(N(C)C)oc(=O)c2C#N)CC1,-3.3326315879821777
CN1CCN(c2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,-2.2323949337005615
CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1,-5.057211399078369
CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,-5.8971757888793945
CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nc(-c7ncccn7)n[nH]6)CC5)cc4)nc3n2)CC1,-4.437861442565918
CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7cc[n+]([O-])cc7)[nH]6)CC5)cc4)nc3n2)CC1,-5.4947004318237305
CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(N)nc7)[nH]6)CC5)cc4)nc3n2)CC1,-5.419544696807861
CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,-4.846381664276123
CN1CCN(c2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(-c4ccccc4)c3n2)CC1,-5.495258808135986
CN1CCN(c2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(C)c3n2)CC1,-5.923688888549805
CN1CCN(c2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(C4CC4)c3n2)CC1,-5.881365776062012
CN1CCN(c2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(CCC#N)c3n2)CC1,-6.182524681091309
CN1CCN(c2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(CCc4ccccc4)c3n2)CC1,-7.090305328369141
CN1CCN(c2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(Cc4cccs4)c3n2)CC1,-6.790762901306152
CN1CCN(c2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(-c4ccccc4)c3n2)CC1,-5.286995887756348
CN1CCN(c2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(C)c3n2)CC1,-4.982329845428467
CN1CCN(c2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(C4CC4)c3n2)CC1,-5.589400291442871
CN1CCN(c2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(CCC#N)c3n2)CC1,-5.6911444664001465
CN1CCN(c2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(Cc4ccc(F)cc4)c3n2)CC1,-7.022618293762207
CN1CCN(c2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(Cc4cccs4)c3n2)CC1,-6.678279876708984
CN1CCN(c2ncc3nc(-c4ccc(F)cc4)c(=O)n(C4CC4)c3n2)CC1,-6.349300384521484
CN1CCN(c2ncc3nc(-c4ccc(F)cc4)c(=O)n(Cc4cccs4)c3n2)CC1,-7.278424263000488
CN1CCN(c2ncc3nc(-c4cccc(C#N)c4)c(=O)n(C)c3n2)CC1,-5.038085460662842
CN1CCN(c2ncc3nc(-c4cccc(C#N)c4)c(=O)n(CCC#N)c3n2)CC1,-5.763818264007568
CN1CCN(c2ncc3nc(-c4cccc(C#N)c4)c(=O)n(CCc4ccccc4)c3n2)CC1,-6.407043933868408
CN1CCN(c2ncc3nc(-c4cccc(C#N)c4)c(=O)n(Cc4ccc(F)cc4)c3n2)CC1,-6.573373794555664
CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(-c4ccccc4)c3n2)CC1,-6.026049613952637
CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(C)c3n2)CC1,-4.138993740081787
CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(C4CC4)c3n2)CC1,-5.911409378051758
CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(CCC#N)c3n2)CC1,-5.829593658447266
CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(CCc4ccccc4)c3n2)CC1,-7.1651811599731445
CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(Cc4ccc(F)cc4)c3n2)CC1,-8.07707405090332
CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(Cc4cccs4)c3n2)CC1,-6.898548126220703
CN1CCN(c2ncc3nc(-c4cccs4)c(=O)n(-c4ccccc4)c3n2)CC1,-6.49055290222168
CN1CCN(c2ncc3nc(-c4cccs4)c(=O)n(CCC#N)c3n2)CC1,-5.543922424316406
CN1CCN(c2ncc3nc(-c4cccs4)c(=O)n(CCc4ccccc4)c3n2)CC1,-6.95140266418457
CN1CCN(c2ncc3nc(-c4cccs4)c(=O)n(C[C@H]4CCCO4)c3n2)CC1,-4.9868879318237305
CN1CCN(c2ncc3nc(-c4cccs4)c(=O)n(Cc4ccc(F)cc4)c3n2)CC1,-8.166007041931152
CN1CCN(c2ncc3nc(-c4cccs4)c(=O)n(Cc4cccs4)c3n2)CC1,-7.357427597045898
CN1CCN(c2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(-c4ccccc4)c3n2)CC1,-5.888219356536865
CN1CCN(c2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(C)c3n2)CC1,-6.11207389831543
CN1CCN(c2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(CCC#N)c3n2)CC1,-5.193446636199951
CN1CCN(c2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(CCc4ccccc4)c3n2)CC1,-6.846345901489258
CN1CCN(c2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(C[C@H]4CCCO4)c3n2)CC1,-5.1678690910339355
CN1CCN(c2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(Cc4cccs4)c3n2)CC1,-7.258380889892578
CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(C)c3n2)CC1,-4.760591983795166
CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(C4CC4)c3n2)CC1,-5.203335762023926
CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(CCC#N)c3n2)CC1,-5.687065124511719
CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(CCc4ccccc4)c3n2)CC1,-6.200876712799072
CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(Cc4ccc(F)cc4)c3n2)CC1,-7.336541175842285
CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(Cc4cccs4)c3n2)CC1,-6.807931900024414
CN1CCN(c2ncc3ncc(=O)n(-c4ccccc4)c3n2)CC1,-5.557048797607422
CN1CCN(c2ncc3ncc(=O)n(C)c3n2)CC1,-2.7330174446105957
CN1CCN(c2ncc3ncc(=O)n(C4CC4)c3n2)CC1,-3.7169864177703857
CN1CCN(c2ncc3ncc(=O)n(CCC#N)c3n2)CC1,-2.954751968383789
CN1CCN(c2ncc3ncc(=O)n(CCc4ccccc4)c3n2)CC1,-5.785400390625
CN1CCN(c2ncc3ncc(=O)n(C[C@H]4CCCO4)c3n2)CC1,-3.3513126373291016
CN1CCN(c2ncc3ncc(=O)n(Cc4ccc(F)cc4)c3n2)CC1,-7.12745475769043
CN1CCN(c2ncc3ncc(=O)n(Cc4cccs4)c3n2)CC1,-5.538699150085449
CN1CCN(c2ncccc2F)CC1=O,-0.525521993637085
CN1CCN(c2ncnc3c2nc(-c2ccc(Cl)cc2Cl)n3-c2ccc(Cl)cc2)CC1,-5.599242210388184
CN1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,-5.467771530151367
CN1CCN(c2ncnc3ccc(-c4ccc(C(=O)N(C)C)cc4)cc23)CC1,-1.6035466194152832
CN1CCN(c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)CC1,-3.691066265106201
CN1CCN(c2ncnc3ccc(-c4cccc(C#N)c4)cc23)CC1,-3.9159581661224365
CN1CCN(c2ncnc3ccc(-c4cccc(NS(C)(=O)=O)c4)cc23)CC1,-2.482941150665283
CN1CCN(c2ncnc3ccc(-c4ccccc4C#N)cc23)CC1,-3.8097825050354004
CN1CCN(c2ncnc3ccc(-c4ccccc4C(F)(F)F)cc23)CC1,-5.010353088378906
CN1CCN(c2ncnc3ccc(-c4ccccc4Cl)cc23)CC1,-4.387933731079102
CN1CCN(c2ncnc3ccc(-c4cccnc4)cc23)CC1,-3.5159714221954346
CN1CCN(c2ncnc3ccc(-c4ccoc4)cc23)CC1,-3.7970151901245117
CN1CCN(c2ncncc2-c2ccc(C(=O)N(C)C)cc2)CC1,-1.3000962734222412
CN1CCN(c2ncncc2-c2ccc(N(C)C)cc2)CC1,-2.5922985076904297
CN1CCN(c2ncncc2-c2ccccc2C(F)(F)F)CC1,-4.365950584411621
CN1CCN(c2ncncc2-c2ccccc2Cl)CC1,-3.67032790184021
CN1CCN(c2ncncc2-c2cccnc2)CC1,-2.032071590423584
CN1CCN(c2ncncc2-c2ccoc2)CC1,-1.8113956451416016
CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1,-5.00199031829834
CN1CCN2c3ccccc3Cc3ccccc3C2C1,-3.0350232124328613
CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,-1.4878125190734863
CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,-3.0350232124328613
CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1,-3.0350232124328613
CN1CCN2c3ccccc3Cc3cccnc3[C@@H]2C1,-1.6873654127120972
CN1CCN2c3ccccc3Cn3cccc3C2C1.O=C(O)/C=C\C(=O)O,-1.1797819137573242
CN1CCN2c3ncccc3Cc3ccccc3C2C1,-2.1597275733947754
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,-2.843839406967163
CN1CCN=C1Cn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,-1.7613261938095093
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)N2CCC(C(=O)O)CC2)cc1,-3.1195454597473145
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)N2CCCC(C(=O)O)C2)cc1,-3.17179012298584
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)N2CCOCC2)cc1,-3.3971545696258545
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)C[C@@H]2CC(=O)N2CCOCC2)cc1,-3.3971545696258545
CN1CCN=C1c1ccc(C(=O)Nc2ccc(SCC(N)=O)cc2C(=O)Nc2ccc(Cl)cn2)cc1,-4.624277591705322
CN1CCN=N1,0.6796600818634033
CN1CCNCC1,-0.42153286933898926
CN1CCN[C@@H](C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,-2.016118049621582
CN1CCOC(c2ccccc2)c2ccccc2C1,-3.7472798824310303
CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,-3.0452945232391357
CN1CCOCC1,0.36542367935180664
CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,-2.0873513221740723
CN1CCO[C@@H](c2ccccc2)c2ccccc2C1,-3.7472798824310303
CN1CCO[C@H](c2ccccc2)c2ccccc2C1,-3.7472798824310303
CN1CCOc2ccc(CNC34CCC(CC5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc21,-5.5283660888671875
CN1CCOc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc21,-5.5283660888671875
CN1CC[C@@H](CN2c3ccccc3Sc3ccccc32)C1,-4.072349548339844
CN1CC[C@@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,-4.912227630615234
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,-3.804750919342041
CN1CC[C@@H]2CN3CCc4cccc(c43)[C@H]2C1,-3.323146104812622
CN1CC[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@H]2C1,-2.44130802154541
CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@H]12,-2.087757110595703
CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12,-3.604773998260498
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,-3.654348373413086
CN1CC[C@@]2(CCCN(C(=O)Oc3ccccc3)C2)C1,-2.283740758895874
CN1CC[C@@]2(CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,-3.8818886280059814
CN1CC[C@@]2(CCCN(C(=O)c3cccc(F)c3)C2)C1,-1.7560818195343018
CN1CC[C@@]2(CCCN(C(=O)c3cccn3C)C2)C1,-3.084162712097168
CN1CC[C@@]2(CCCN(C(=O)c3ccco3)C2)C1,-1.8362993001937866
CN1CC[C@@]2(CCCN(C(=O)c3ccncc3)C2)C1,-1.0402100086212158
CN1CC[C@@]2(CCCN(C(=O)c3csnn3)C2)C1,-1.3867464065551758
CN1CC[C@@]2(CCCN(S(=O)(=O)c3ccccc3)C2)C1,-2.485661506652832
CN1CC[C@@]2(CCN3CCc4c(oc5ccccc45)[C@@H]3C2)N(C)C1=O,-3.13527250289917
CN1CC[C@@]2(c3cccc(O)c3)Cc3nc4ccccc4cc3C[C@H]2C1,-2.416348457336426
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,-3.1308858394622803
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13.O=C(O)[C@@H](O)[C@@H](O)C(=O)O,-1.4190342426300049
CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@@H]3[C@@H]1C5,-0.7419958114624023
CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@H](O)C=C[C@H]3[C@@H]1C5,-0.742182731628418
CN1CC[C@@]23c4ccccc4N[C@@H]1[C@@]21CCN(C)[C@H]3Nc2ccccc21,-2.4090518951416016
CN1CC[C@H](CN2c3ccccc3Sc3ccccc32)C1,-4.072349548339844
CN1CC[C@H](N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)[C@@H](F)C1,-2.7432830333709717
CN1CC[C@H](N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)[C@H](F)C1,-2.7432830333709717
CN1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,-4.912227630615234
CN1CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1,-2.017275333404541
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(/C=C/c4c(Cl)cccc4Cl)oc23)[C@H](O)C1,-4.281170845031738
CN1CC[C@]2(C)c3cc(O)ccc3N(C)[C@@H]12,-2.087757110595703
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-3.1335763931274414
CN1CC[C@]23NC(=O)CC(c4cc(Cl)ccc4O2)C3C1,-2.4162375926971436
CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,-2.3186991214752197
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,-1.8964191675186157
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,-2.1390538215637207
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(O)C=C[C@H]3[C@H]1C5,-0.7398991584777832
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,-0.7397160530090332
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,-1.4200999736785889
CN1CC[C@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5,-2.9364428520202637
CN1CC[C@]23c4ccccc4N[C@@H]1[C@@]21CCN(C)[C@H]3Nc2ccccc21,-2.4108097553253174
CN1CC[C@]23c4ccccc4N[C@H]1[C@]21CCN(C)[C@H]3Nc2ccccc21,-2.4090516567230225
CN1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-3.422171115875244
CN1CCc2[nH]nc(-c3n[nH]c4c3CN(C)CC4)c2C1,-2.3531789779663086
CN1CCc2c(c3c(n2C)CCN(C)[C@H]3c2ccccc2F)[C@@H]1c1ccccc1F.Cl,-0.879098653793335
CN1CCc2c(c3ccccc3n2C)C1.Cl,-1.6925535202026367
CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,-4.391386032104492
CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,-2.747574806213379
CN1CCc2c(cc(O)c(O)c2Cl)[C@H](c2cccc(Cl)c2)C1,-2.5767908096313477
CN1CCc2c(n(Cc3ccc(C(=O)NO)cc3)c3ccccc23)C1,-3.6545214653015137
CN1CCc2c(sc3c2c(=O)n(-c2ccccc2)c2nncn32)C1,-2.327256679534912
CN1CCc2c(sc3c2c2ncnn2c(=O)n3Cc2ccc(Cl)cc2)C1,-3.166311740875244
CN1CCc2c1ccc1ccc3ccc(O)cc3c21,-3.957440137863159
CN1CCc2cc(Br)c(O)cc2[C@H](c2ccccc2)C1,-2.7943177223205566
CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cc(Br)cc3c2OCC3)C1,-3.869147777557373
CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,-3.2143044471740723
CN1CCc2cc(Cl)c(O)cc2[C@H](c2ccccc2)C1,-3.2143044471740723
CN1CCc2cc(NC(=O)Nc3cccnc3)ccc21,-3.824568510055542
CN1CCc2cc(O)c(O)cc2[C@H](c2ccccc2)C1,-2.4476728439331055
CN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,-3.0284130573272705
CN1CCc2cc3c(c4c2C1C(O)c1ccccc1-4)OCO3,-2.9462130069732666
CN1CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3,-4.07415771484375
CN1CCc2cc3c(c4c2[C@@H]1Cc1ccccc1-4)OCO3,-4.07415771484375
CN1CCc2cc3c(cc2[C@@H]1O)OCO3,-2.3158388137817383
CN1CCc2cc3c(cc2[C@@H]1[C@@H]1C(=O)Oc2c1ccc1c2OCO1)OCO3,-6.585029602050781
CN1CCc2cc3c(cc2[C@@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,-4.921258926391602
CN1CCc2cc3c(cc2[C@@H]1[C@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,-4.928908348083496
CN1CCc2cc3c(cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,-4.921258926391602
CN1CCc2cc3nc(N)sc3cc2CC1,-4.752780914306641
CN1CCc2cccc(Cl)c2CC1,-3.2662205696105957
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,-3.5105717182159424
CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,-3.5105717182159424
CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O,-3.579929828643799
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,-3.5105717182159424
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl,-2.9165539741516113
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.O,-3.303438663482666
CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1,-4.2164225578308105
CN1CCc2ccccc2[C@@H]1Cc1ccccc1NC(=O)c1sc2ccccc2c1Cl,-4.0725297927856445
CN1CCc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3cccc(c3c2)N2CC[C@@H]1C2=O,-3.545283079147339
CN1CCc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3cccc(c3c2)N2CC[C@H]1C2=O,-3.545283079147339
CN1CCc2nc(N)nc(-c3nc(N)nc4c3CN(C)CC4)c2C1,-1.2321120500564575
CN1CCc2nc3ccc(F)cc3c(C(N)=O)c2C1.Cl,-2.622415065765381
CN1CCc2nc3sc(C(=O)NC(C)(C)C)c(N)c3cc2C1,-3.3652491569519043
CN1CN=C2C1=N[C-][N+](O)=C2N,-1.5688810348510742
CN1CSC(=S)N(C)C1,-1.2111082077026367
CN1C[C@@H](C(=O)NC2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,-3.906644344329834
CN1C[C@@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,-6.3759918212890625
CN1C[C@@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@@H]21,-3.888228416442871
CN1C[C@@H](C(=O)N[C@]2(C)O[C@]3(O)[C@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21.CS(=O)(=O)O,-3.7760393619537354
CN1C[C@@H](C(=O)Nc2ccc(Cl)cc2)[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,-5.762417793273926
CN1C[C@@H](CC#N)CC2c3cccc4[nH]cc(c34)C[C@H]21,-3.853083372116089
CN1C[C@@H](CNC(=O)OCc2ccccc2)C[C@H]2c3cccc4c3c(cn4C)C[C@H]21,-5.752098083496094
CN1C[C@@H](CS(=O)(=O)N(C)C)C[C@H]2c3cccc4c3c(cn4C)C[C@@H]21,-3.805877208709717
CN1C[C@@H](N(Cc2ccccc2F)c2ccc(C#N)c(Cl)c2)CC1=O,-4.035472869873047
CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,-4.519032001495361
CN1C[C@@H](c2ccc(-c3ccc4c(c3)OC[C@H]3[C@H](CO)OC(=O)N43)cn2)OC1=O,-3.1262495517730713
CN1C[C@@H]2CCCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,-3.308011054992676
CN1C[C@@H]2CCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,-3.1877999305725098
CN1C[C@@H]2CN(c3ccc(-c4ccc5[nH]ccc5c4)nc3)C[C@@H]21,-4.423704147338867
CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,-3.85139536857605
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]c(C(F)(F)F)cc3c2)nc1,-4.474208354949951
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]c(C(F)(F)F)cc3c2)nn1,-5.41281270980835
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]ccc3c2)cn1,-2.4089224338531494
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]ccc3c2)nn1,-2.6556854248046875
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]ncc3c2)nc1,-2.20859956741333
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3cc[nH]c3c2)nc1,-1.6533746719360352
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3cc[nH]c3c2)nn1,-2.0658135414123535
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3occc3c2)nc1,-2.0064449310302734
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3occc3c2)nn1,-1.8375588655471802
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3sccc3c2)nc1,-2.5751044750213623
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3sccc3c2)nn1,-2.542743682861328
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2cccc3[nH]ccc23)nc1,-3.044994354248047
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccccc2)nc1,-1.9766594171524048
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccc3[nH]c(C(F)(F)F)cc3c2)cn1,-5.475811004638672
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccc3[nH]ccc3c2)cn1,-2.7916529178619385
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccc3cc[nH]c3c2)cn1,-2.1379332542419434
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccc3occc3c2)cn1,-2.6275839805603027
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccc3sccc3c2)cn1,-3.0429420471191406
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccccc2)cn1,-2.3616437911987305
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccc3[nH]c(C(F)(F)F)cc3c2)cn1,-6.886287689208984
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccc3[nH]ccc3c2)cn1,-3.7599072456359863
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccc3occc3c2)cn1,-3.9029452800750732
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccc3sccc3c2)cn1,-4.115390777587891
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2cccc3[nH]ccc23)cn1,-4.682356834411621
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccccc2)cn1,-3.0796449184417725
CN1C[C@@H]2[C@@H](Cc3ccc(Cl)cc3[C@H]2c2ccccc2)C1,-3.5015203952789307
CN1C[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@@H]2C1,-2.8892323970794678
CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1.O=C(O)/C=C\C(=O)O,-1.4242045879364014
CN1C[C@H](C(=O)N[C@@]2(C)O[C@@]3(O)[C@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,-6.364113807678223
CN1C[C@H](C(=O)N[C@@]2(C)O[C@]3(O)[C@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,-6.364113807678223
